time,upstream_reservoir_water_level,upstream_reservoir_outflow,upstream_reservoir_volume,upstream_reservoir_inflow,gate_1_opening,gate_1_outflow,canal_water_level,canal_inflow,canal_outflow,downstream_reservoir_water_level,downstream_reservoir_outflow,downstream_reservoir_volume,downstream_reservoir_inflow
21.0,9.95655000718807,19.690962274649465,99565.50007188071,0.0,0.5,19.68703788358566,5.018822463476738,19.68703788358566,11.20041718130011,4.024618895677422,0,40246.188956774226,11.20041718130011
22.0,9.954581472561426,19.685346266460883,99545.81472561425,0.0,0.5,19.681421875285494,5.01967046923692,19.681421875285494,11.201364273467696,4.025739032104769,0,40257.39032104769,11.201364273467696
23.0,9.952613499453019,19.679731084059743,99526.13499453019,0.0,0.5,19.675806692772714,5.020517818850875,19.675806692772714,11.202310553226196,4.026859263160092,0,40268.59263160092,11.202310553226196
24.0,9.950646087780253,19.67411672766166,99506.46087780253,0.0,0.5,19.67019233626295,5.021364512482405,19.67019233626295,11.203256020964256,4.0279795887621885,0,40279.79588762188,11.203256020964256
25.0,9.948679237460505,19.668503197482394,99486.79237460505,0.0,0.5,19.664578805971953,5.022210550295295,19.664578805971953,11.20420067707019,4.029100008829896,0,40291.000088298955,11.20420067707019
26.0,9.94671294841113,19.662890493737834,99467.12948411131,0.0,0.5,19.658966102115617,5.023055932453313,19.658966102115617,11.205144521931985,4.030220523282089,0,40302.20523282089,11.205144521931985
27.0,9.944747220549466,19.657278616644003,99447.47220549466,0.0,0.5,19.653354224909958,5.02390065912021,19.653354224909958,11.206087555937302,4.031341132037682,0,40313.41132037683,11.206087555937302
28.0,9.942782053792824,19.651667566417057,99427.82053792824,0.0,0.5,19.647743174571136,5.02474473045972,19.647743174571136,11.207029779473475,4.03246183501563,0,40324.6183501563,11.207029779473475
29.0,9.940817448058498,19.64605734327328,99408.17448058497,0.0,0.5,19.642132951315446,5.025588146635559,19.642132951315446,11.207971192927515,4.033582632134922,0,40335.826321349225,11.207971192927515
30.0,9.938853403263755,19.64044794742911,99388.53403263754,0.0,0.5,19.636523555359304,5.026430907811426,19.636523555359304,11.208911796686108,4.034703523314591,0,40347.03523314591,11.208911796686108
31.0,9.936889919325845,19.634839379101088,99368.89919325845,0.0,0.5,19.63091498691927,5.027273014151005,19.63091498691927,11.209851591135614,4.035824508473704,0,40358.24508473704,11.209851591135614
32.0,9.934926996161995,19.62923163850591,99349.26996161994,0.0,0.5,19.62530724621203,5.02811446581796,19.62530724621203,11.210790576662074,4.0369455875313704,0,40369.4558753137,11.210790576662074
33.0,9.932964633689407,19.623624725860406,99329.64633689407,0.0,0.5,19.61970033345441,5.02895526297594,19.61970033345441,11.211728753651196,4.0380667604067355,0,40380.667604067356,11.211728753651196
34.0,9.93100283182527,19.61801864138152,99310.02831825269,0.0,0.5,19.614094248863378,5.029795405788578,19.614094248863378,11.212666122488375,4.039188027018985,0,40391.880270189846,11.212666122488375
35.0,9.92904159048674,19.61241338528636,99290.4159048674,0.0,0.5,19.608488992656007,5.030634894419488,19.608488992656007,11.213602683558682,4.040309387287341,0,40403.0938728734,11.213602683558682
36.0,9.927080909590961,19.606808957792136,99270.80909590962,0.0,0.5,19.602884565049532,5.031473729032268,19.602884565049532,11.214538437246857,4.041430841131065,0,40414.30841131065,11.214538437246857
37.0,9.92512078905505,19.601205359116214,99251.2078905505,0.0,0.5,19.597280966261312,5.032311909790501,19.597280966261312,11.215473383937331,4.042552388469459,0,40425.52388469459,11.215473383937331
38.0,9.923161228796104,19.595602589476087,99231.61228796103,0.0,0.5,19.591678196508838,5.03314943685775,19.591678196508838,11.216407524014206,4.04367402922186,0,40436.7402922186,11.216407524014206
39.0,9.921202228731195,19.590000649089372,99212.02228731195,0.0,0.5,19.586076256009726,5.033986310397565,19.586076256009726,11.217340857861267,4.044795763307646,0,40447.95763307646,11.217340857861267
40.0,9.919243788777377,19.58439953817383,99192.43788777378,0.0,0.5,19.58047514498174,5.034822530573477,19.58047514498174,11.218273385861977,4.045917590646233,0,40459.175906462326,11.218273385861977
41.0,9.917285908851682,19.578799256947352,99172.85908851682,0.0,0.5,19.57487486364277,5.0356580975490015,19.57487486364277,11.219205108399477,4.047039511157072,0,40470.395111570724,11.219205108399477
42.0,9.91532858887112,19.573199805627958,99153.2858887112,0.0,0.5,19.569275412210843,5.036493011487637,19.569275412210843,11.220136025856595,4.048161524759658,0,40481.61524759658,11.220136025856595
43.0,9.913371828752677,19.56760118443382,99133.71828752676,0.0,0.5,19.563676790904115,5.037327272552866,19.563676790904115,11.221066138615836,4.049283631373519,0,40492.83631373519,11.221066138615836
44.0,9.911415628413318,19.562003393583215,99114.15628413318,0.0,0.5,19.558078999940875,5.038160880908154,19.558078999940875,11.22199544705939,4.0504058309182245,0,40504.05830918225,11.22199544705939
45.0,9.909459987769987,19.556406433294573,99094.59987769987,0.0,0.5,19.55248203953955,5.038993836716951,19.55248203953955,11.222923951569122,4.051528123313382,0,40515.28123313382,11.222923951569122
46.0,9.907504906739609,19.550810303786445,99075.04906739609,0.0,0.5,19.5468859099187,5.039826140142691,19.5468859099187,11.223851652526587,4.052650508478634,0,40526.505084786346,11.223851652526587
47.0,9.905550385239081,19.545215005277534,99055.50385239082,0.0,0.5,19.54129061129701,5.0406577913487896,19.54129061129701,11.224778550313022,4.053772986333666,0,40537.72986333666,11.224778550313022
48.0,9.903596423185283,19.53962053798666,99035.96423185283,0.0,0.5,19.53569614389331,5.041488790498648,19.53569614389331,11.225704645309342,4.054895556798197,0,40548.95556798197,11.225704645309342
49.0,9.901643020495069,19.534026902132776,99016.4302049507,0.0,0.5,19.530102507926554,5.042319137755651,19.530102507926554,11.226629937896153,4.056018219791986,0,40560.182197919865,11.226629937896153
50.0,9.899690177085276,19.528434097934976,98996.90177085275,0.0,0.5,19.524509703615838,5.043148833283167,19.524509703615838,11.227554428453743,4.057140975234832,0,40571.40975234832,11.227554428453743
51.0,9.897737892872714,19.522842125612488,98977.37892872714,0.0,0.5,19.518917731180373,5.043977877244549,19.518917731180373,11.228478117362084,4.058263823046568,0,40582.63823046568,11.228478117362084
52.0,9.895786167774174,19.517250985384656,98957.86167774175,0.0,0.5,19.51332659083953,5.044806269803133,19.51332659083953,11.229401005000835,4.059386763147068,0,40593.86763147068,11.229401005000835
53.0,9.893835001706428,19.51166067747098,98938.35001706428,0.0,0.5,19.50773628281279,5.04563401112224,19.50773628281279,11.230323091749334,4.060509795456243,0,40605.09795456243,11.230323091749334
54.0,9.891884394586219,19.506071202091086,98918.84394586219,0.0,0.5,19.50214680731978,5.046461101365173,19.50214680731978,11.231244377986618,4.061632919894041,0,40616.32919894042,11.231244377986618
55.0,9.889934346330271,19.500482559464718,98899.34346330272,0.0,0.5,19.496558164580254,5.047287540695222,19.496558164580254,11.232164864091398,4.062756136380451,0,40627.56136380451,11.232164864091398
56.0,9.887984856855292,19.494894749811774,98879.84856855292,0.0,0.5,19.490970354814106,5.048113329275659,19.490970354814106,11.233084550442081,4.063879444835495,0,40638.79444835495,11.233084550442081
57.0,9.886035926077955,19.48930777335228,98860.35926077956,0.0,0.5,19.485383378241348,5.048938467269742,19.485383378241348,11.234003437416755,4.065002845179237,0,40650.028451792365,11.234003437416755
58.0,9.884087553914924,19.483721630306377,98840.87553914925,0.0,0.5,19.479797235082142,5.049762954840711,19.479797235082142,11.234921525393204,4.0661263373317755,0,40661.26337331776,11.234921525393204
59.0,9.882139740282836,19.478136320894365,98821.39740282836,0.0,0.5,19.474211925556784,5.050586792151791,19.474211925556784,11.235838814748892,4.067249921213251,0,40672.499212132505,11.235838814748892
60.0,9.880192485098302,19.472551845336667,98801.92485098302,0.0,0.5,19.46862744988568,5.051409979366194,19.46862744988568,11.236755305860974,4.068373596743836,0,40683.73596743836,11.236755305860974
61.0,9.878245788277917,19.466968203853828,98782.45788277917,0.0,0.5,19.46304380828939,5.052232516647113,19.46304380828939,11.237670999106301,4.069497363843747,0,40694.97363843747,11.237670999106301
62.0,9.87629964973825,19.461385396666536,98762.9964973825,0.0,0.5,19.457461000988605,5.053054404157725,19.457461000988605,11.238585894861409,4.070621222433233,0,40706.21222433233,11.238585894861409
63.0,9.874354069395851,19.45580342399562,98743.54069395851,0.0,0.5,19.451879028204143,5.053875642061196,19.451879028204143,11.23949999350252,4.071745172432584,0,40717.45172432584,11.23949999350252
64.0,9.872409047167245,19.450222286062022,98724.09047167245,0.0,0.5,19.446297890156952,5.054696230520671,19.446297890156952,11.240413295405551,4.072869213762124,0,40728.69213762124,11.240413295405551
65.0,9.870464582968935,19.444641983086836,98704.64582968935,0.0,0.5,19.44071758706812,5.055516169699283,19.44071758706812,11.241325800946115,4.073993346342219,0,40739.93346342219,11.241325800946115
66.0,9.868520676717406,19.439062515291276,98685.20676717407,0.0,0.5,19.43513811915887,5.056335459760149,19.43513811915887,11.242237510499503,4.075117570093269,0,40751.17570093269,11.242237510499503
67.0,9.866577328329118,19.433483882896695,98665.77328329117,0.0,0.5,19.429559486650557,5.05715410086637,19.429559486650557,11.243148424440715,4.076241884935713,0,40762.41884935713,11.243148424440715
68.0,9.864634537720503,19.42790608612458,98646.34537720504,0.0,0.5,19.423981689764652,5.057972093181032,19.423981689764652,11.24405854314443,4.077366290790027,0,40773.662907900274,11.24405854314443
69.0,9.862692304807984,19.422329125196537,98626.92304807984,0.0,0.5,19.41840472872278,5.0587894368672055,19.41840472872278,11.244967866985027,4.078490787576726,0,40784.90787576726,11.244967866985027
70.0,9.860750629507951,19.416753000334335,98607.50629507951,0.0,0.5,19.41282860374669,5.059606132087946,19.41282860374669,11.245876396336577,4.07961537521636,0,40796.1537521636,11.245876396336577
71.0,9.858809511736775,19.41117771175984,98588.09511736775,0.0,0.5,19.407253315058266,5.060422179006295,19.407253315058266,11.24678413157284,4.080740053629517,0,40807.40053629517,11.24678413157284
72.0,9.856868951410805,19.405603259695074,98568.68951410805,0.0,0.5,19.40167886287952,5.061237577785277,19.40167886287952,11.24769107306728,4.081864822736824,0,40818.64822736824,11.24769107306728
73.0,9.85492894844637,19.40002964436218,98549.28948446369,0.0,0.5,19.396105247432605,5.0620523285879,19.396105247432605,11.248597221193046,4.082989682458944,0,40829.896824589436,11.248597221193046
74.0,9.85298950275977,19.394456865983454,98529.89502759771,0.0,0.5,19.390532468939792,5.062866431577162,19.390532468939792,11.249502576322987,4.084114632716576,0,40841.146327165756,11.249502576322987
75.0,9.851050614267294,19.38888492478129,98510.50614267294,0.0,0.5,19.38496052762351,5.0636798869160415,19.38496052762351,11.250407138829646,4.085239673430459,0,40852.39673430459,11.250407138829646
76.0,9.849112282885196,19.38331382097825,98491.12282885196,0.0,0.5,19.37938942370629,5.0644926947675035,19.37938942370629,11.251310909085264,4.086364804521367,0,40863.648045213675,11.251310909085264
77.0,9.847174508529717,19.377743554796997,98471.74508529717,0.0,0.5,19.37381915741082,5.065304855294499,19.37381915741082,11.252213887461773,4.087490025910114,0,40874.90025910114,11.252213887461773
78.0,9.845237291117071,19.372174126460354,98452.3729111707,0.0,0.5,19.368249728959906,5.066116368659961,19.368249728959906,11.253116074330812,4.088615337517547,0,40886.15337517547,11.253116074330812
79.0,9.843300630563451,19.366605536191262,98433.00630563451,0.0,0.5,19.362681138576495,5.066927235026813,19.362681138576495,11.254017470063705,4.0897407392645535,0,40897.40739264553,11.254017470063705
80.0,9.84136452678503,19.361037784212794,98413.6452678503,0.0,0.5,19.35711338648366,5.067737454557958,19.35711338648366,11.25491807503148,4.090866231072056,0,40908.66231072056,11.25491807503148
81.0,9.839428979697955,19.355470870748164,98394.28979697954,0.0,0.5,19.351546472904612,5.068547027416288,19.351546472904612,11.255817889604867,4.091991812861017,0,40919.91812861017,11.255817889604867
82.0,9.837493989218352,19.34990479602071,98374.93989218352,0.0,0.5,19.345980398062697,5.069355953764679,19.345980398062697,11.256716914154286,4.093117484552432,0,40931.17484552432,11.256716914154286
83.0,9.835559555262327,19.344339560253907,98355.59555262327,0.0,0.5,19.34041516218138,5.070164233765992,19.34041516218138,11.257615149049862,4.094243246067337,0,40942.43246067337,11.257615149049862
84.0,9.83362567774596,19.338775163671365,98336.2567774596,0.0,0.5,19.33485076548428,5.070971867583074,19.33485076548428,11.258512594661418,4.095369097326803,0,40953.690973268036,11.258512594661418
85.0,9.83169235658531,19.33321160649682,98316.9235658531,0.0,0.5,19.32928720819512,5.071778855378757,19.32928720819512,11.259409251358477,4.096495038251939,0,40964.9503825194,11.259409251358477
86.0,9.829759591696414,19.32764888895414,98297.59591696414,0.0,0.5,19.32372449053778,5.07258519731586,19.32372449053778,11.260305119510258,4.097621068763891,0,40976.21068763891,11.260305119510258
87.0,9.827827382995288,19.322087011267335,98278.27382995287,0.0,0.5,19.318162612736273,5.0733908935571845,19.318162612736273,11.261200199485689,4.09874718878384,0,40987.471887838394,11.261200199485689
88.0,9.82589573039792,19.316525973660543,98258.95730397922,0.0,0.5,19.312601575014718,5.0741959442655205,19.312601575014718,11.26209449165339,4.099873398233005,0,40998.73398233005,11.26209449165339
89.0,9.823964633820285,19.31096577635802,98239.64633820286,0.0,0.5,19.307041377597397,5.075000349603642,19.307041377597397,11.262987996381689,4.100999697032643,0,41009.99697032643,11.262987996381689
90.0,9.822034093178328,19.30540641958418,98220.34093178327,0.0,0.5,19.301482020708704,5.075804109734309,19.301482020708704,11.263880714038613,4.102126085104047,0,41021.26085104047,11.263880714038613
91.0,9.820104108387971,19.299847903563556,98201.04108387971,0.0,0.5,19.29592350457317,5.076607224820267,19.29592350457317,11.264772644991897,4.103252562368546,0,41032.52562368546,11.264772644991897
92.0,9.81817467936512,19.294290228520804,98181.7467936512,0.0,0.5,19.29036582941547,5.077409695024248,19.29036582941547,11.265663789608968,4.104379128747507,0,41043.79128747507,11.265663789608968
93.0,9.816245806025652,19.28873339468073,98162.45806025651,0.0,0.5,19.284808995460395,5.078211520508969,19.284808995460395,11.266554148256965,4.105505784162332,0,41055.057841623326,11.266554148256965
94.0,9.814317488285425,19.28317740226826,98143.17488285425,0.0,0.5,19.279253002932876,5.079012701437132,19.279253002932876,11.267443721302726,4.106632528534464,0,41066.32528534463,11.267443721302726
95.0,9.812389726060275,19.277622251508458,98123.89726060274,0.0,0.5,19.273697852057975,5.079813237971426,19.273697852057975,11.268332509112797,4.107759361785375,0,41077.593617853745,11.268332509112797
96.0,9.81046251926601,19.27206794262652,98104.62519266011,0.0,0.5,19.268143543060887,5.080613130274527,19.268143543060887,11.269220512053424,4.10888628383658,0,41088.8628383658,11.269220512053424
97.0,9.808535867818426,19.26651447584777,98085.35867818426,0.0,0.5,19.262590076166944,5.0814123785090946,19.262590076166944,11.270107730490563,4.110013294609629,0,41100.13294609629,11.270107730490563
98.0,9.806609771633287,19.26096185139767,98066.09771633286,0.0,0.5,19.2570374516016,5.0822109828377755,19.2570374516016,11.270994164789874,4.1111403940261075,0,41111.40394026108,11.270994164789874
99.0,9.804684230626336,19.25541006950181,98046.84230626337,0.0,0.5,19.251485669590444,5.083008943423203,19.251485669590444,11.271879815316714,4.1122675820076395,0,41122.675820076394,11.271879815316714
100.0,9.802759244713299,19.24985913038591,98027.59244713298,0.0,0.5,19.245934730359206,5.083806260427996,19.245934730359206,11.272764682436163,4.113394858475883,0,41133.94858475883,11.272764682436163
101.0,9.800834813809871,19.244309034275837,98008.3481380987,0.0,0.5,19.240384634133736,5.084602934014757,19.240384634133736,11.273648766512991,4.114522223352534,0,41145.22223352534,11.273648766512991
102.0,9.798910937831732,19.238759781397565,97989.10937831731,0.0,0.5,19.234835381140027,5.08539896434608,19.234835381140027,11.274532067911684,4.1156496765593245,0,41156.49676559325,11.274532067911684
103.0,9.796987616694533,19.233211371977223,97969.87616694534,0.0,0.5,19.22928697160419,5.086194351584541,19.22928697160419,11.275414586996435,4.116777218018025,0,41167.77218018025,11.275414586996435
104.0,9.79506485031391,19.227663806241054,97950.64850313909,0.0,0.5,19.223739405752486,5.086989095892703,19.223739405752486,11.276296324131144,4.117904847650438,0,41179.04847650438,11.276296324131144
105.0,9.793142638605469,19.22211708441545,97931.42638605468,0.0,0.5,19.218192683811292,5.087783197433116,19.218192683811292,11.277177279679414,4.119032565378406,0,41190.32565378406,11.277177279679414
106.0,9.791220981484795,19.216571206726925,97912.20981484796,0.0,0.5,19.212646806007125,5.088576656368316,19.212646806007125,11.278057454004564,4.120160371123806,0,41201.60371123806,11.278057454004564
107.0,9.789299878867455,19.211026173402118,97892.99878867455,0.0,0.5,19.207101772566638,5.089369472860826,19.207101772566638,11.278936847469618,4.121288264808553,0,41212.88264808553,11.278936847469618
108.0,9.787379330668989,19.205481984667824,97873.79330668988,0.0,0.5,19.201557583716607,5.090161647073153,19.201557583716607,11.279815460437312,4.122416246354597,0,41224.16246354597,11.279815460437312
109.0,9.785459336804912,19.199938640750943,97854.59336804913,0.0,0.5,19.196014239683937,5.090953179167795,19.196014239683937,11.280693293270092,4.123544315683924,0,41235.44315683924,11.280693293270092
110.0,9.783539897190726,19.19439614187852,97835.39897190726,0.0,0.5,19.190471740695685,5.091744069307231,19.190471740695685,11.28157034633011,4.124672472718557,0,41246.72472718557,11.28157034633011
111.0,9.781621011741898,19.188854488277737,97816.21011741897,0.0,0.5,19.184930086979016,5.092534317653931,19.184930086979016,11.282446619979233,4.125800717380555,0,41258.00717380555,11.282446619979233
112.0,9.77970268037388,19.183313680175893,97797.0268037388,0.0,0.5,19.17938927876124,5.09332392437035,19.17938927876124,11.283322114579033,4.126929049592013,0,41269.290495920126,11.283322114579033
113.0,9.7777849030021,19.177773717800434,97777.849030021,0.0,0.5,19.1738493162698,5.094112889618928,19.1738493162698,11.284196830490805,4.128057469275062,0,41280.57469275062,11.284196830490805
114.0,9.77586767954196,19.17223460137893,97758.67679541961,0.0,0.5,19.168310199732254,5.0949012135620935,19.168310199732254,11.285070768075547,4.129185976351869,0,41291.859763518696,11.285070768075547
115.0,9.773951009908847,19.16669633113907,97739.51009908847,0.0,0.5,19.162771929376326,5.095688896362262,19.162771929376326,11.285943927693967,4.130314570744639,0,41303.14570744639,11.285943927693967
116.0,9.772034894018116,19.161158907308714,97720.34894018115,0.0,0.5,19.157234505429834,5.096475938181834,19.157234505429834,11.286816309706495,4.13144325237561,0,41314.4325237561,11.286816309706495
117.0,9.770119331785104,19.155622330115808,97701.19331785104,0.0,0.5,19.15169792812075,5.0972623391831995,19.15169792812075,11.287687914473267,4.132572021167057,0,41325.720211670574,11.287687914473267
118.0,9.768204323125124,19.15008659978846,97682.04323125124,0.0,0.5,19.146162197677167,5.098048099528731,19.146162197677167,11.288558742354136,4.133700877041292,0,41337.008770412926,11.288558742354136
119.0,9.766289867953468,19.144551716554894,97662.89867953469,0.0,0.5,19.140627314327325,5.0988332193807935,19.140627314327325,11.289428793708664,4.134829819920664,0,41348.298199206634,11.289428793708664
120.0,9.764375966185405,19.139017680643473,97643.75966185404,0.0,0.5,19.135093278299586,5.099617698901734,19.135093278299586,11.290298068896137,4.135958849727553,0,41359.58849727553,11.290298068896137
121.0,9.762462617736176,19.133484492282697,97624.62617736176,0.0,0.5,19.129560089822427,5.100401538253889,19.129560089822427,11.291166568275546,4.137087966384381,0,41370.87966384381,11.291166568275546
122.0,9.760549822521005,19.127952151701184,97605.49822521006,0.0,0.5,19.124027749124483,5.101184737599581,19.124027749124483,11.2920342922056,4.138217169813601,0,41382.171698136015,11.2920342922056
123.0,9.758637580455094,19.122420659127688,97586.37580455093,0.0,0.5,19.11849625643452,5.101967297101121,19.11849625643452,11.292901241044726,4.139346459937706,0,41393.46459937706,11.292901241044726
124.0,9.756725891453614,19.116890014791103,97567.25891453614,0.0,0.5,19.112965611981405,5.102749216920804,19.112965611981405,11.293767415151068,4.140475836679221,0,41404.758366792215,11.293767415151068
125.0,9.754814755431722,19.111360218920446,97548.14755431723,0.0,0.5,19.107435815994172,5.103530497220915,19.107435815994172,11.29463281488248,4.14160529996071,0,41416.0529996071,11.29463281488248
126.0,9.752904172304548,19.10583127174487,97529.04172304548,0.0,0.5,19.10190686870197,5.104311138163726,19.10190686870197,11.295497440596536,4.14273484970477,0,41427.34849704769,11.295497440596536
127.0,9.7509941419872,19.100303173493653,97509.94141987199,0.0,0.5,19.09637877033408,5.105091139911494,19.09637877033408,11.29636129265053,4.143864485834034,0,41438.64485834034,11.29636129265053
128.0,9.74908466439476,19.094775924396217,97490.84664394759,0.0,0.5,19.09085152111992,5.105870502626465,19.09085152111992,11.297224371401471,4.144994208271174,0,41449.94208271174,11.297224371401471
129.0,9.74717573944229,19.0892495246821,97471.75739442291,0.0,0.5,19.085325121289028,5.106649226470873,19.085325121289028,11.298086677206085,4.146124016938895,0,41461.24016938895,11.298086677206085
130.0,9.745267367044834,19.08372397458098,97452.67367044833,0.0,0.5,19.07979957107109,5.107427311606938,19.07979957107109,11.298948210420818,4.147253911759937,0,41472.53911759937,11.298948210420818
131.0,9.7433595471174,19.07819927432267,97433.595471174,0.0,0.5,19.0742748706959,5.108204758196868,19.0742748706959,11.299808971401838,4.148383892657077,0,41483.838926570774,11.299808971401838
132.0,9.741452279574988,19.072675424137103,97414.52279574987,0.0,0.5,19.068751020393414,5.108981566402856,19.068751020393414,11.300668960505025,4.149513959553127,0,41495.13959553128,11.300668960505025
133.0,9.739545564332563,19.06715242425436,97395.45564332562,0.0,0.5,19.063228020393698,5.1097577363870865,19.063228020393698,11.30152817808598,4.150644112370936,0,41506.44112370936,11.30152817808598
134.0,9.73763940130507,19.061630274904637,97376.39401305071,0.0,0.5,19.057705870926945,5.1105332683117295,19.057705870926945,11.302386624500029,4.151774351033386,0,41517.74351033386,11.302386624500029
135.0,9.735733790407439,19.05610897631826,97357.33790407439,0.0,0.5,19.052184572223503,5.111308162338942,19.052184572223503,11.303244300102214,4.152904675463396,0,41529.04675463396,11.303244300102214
136.0,9.733828731554567,19.05058852872571,97338.28731554566,0.0,0.5,19.046664124513836,5.112082418630869,19.046664124513836,11.304101205247303,4.154035085583921,0,41540.350855839206,11.304101205247303
137.0,9.73192422466133,19.04506893235758,97319.2422466133,0.0,0.5,19.041144528028525,5.112856037349642,19.041144528028525,11.304957340289777,4.1551655813179496,0,41551.655813179495,11.304957340289777
138.0,9.730020269642585,19.03955018744459,97300.20269642585,0.0,0.5,19.035625782998313,5.113629018657384,19.035625782998313,11.305812705583842,4.156296162588508,0,41562.96162588508,11.305812705583842
139.0,9.728116866413163,19.034032294217603,97281.16866413163,0.0,0.5,19.030107889654058,5.114401362716201,19.030107889654058,11.306667301483431,4.1574268293186565,0,41574.268293186564,11.306667301483431
140.0,9.726214014887873,19.02851525290761,97262.14014887872,0.0,0.5,19.024590848226744,5.11517306968819,19.024590848226744,11.307521128342191,4.158557581431491,0,41585.57581431491,11.307521128342191
141.0,9.724311714981498,19.022999063745736,97243.11714981498,0.0,0.5,19.0190746589475,5.115944139735433,19.0190746589475,11.308374186513495,4.159688418850142,0,41596.88418850142,11.308374186513495
142.0,9.722409966608803,19.01748372696323,97224.09966608802,0.0,0.5,19.01355932204757,5.116714573020002,19.01355932204757,11.309226476350442,4.160819341497777,0,41608.193414977766,11.309226476350442
143.0,9.720508769684523,19.011969242791476,97205.08769684522,0.0,0.5,19.008044837758344,5.117484369703957,19.008044837758344,11.31007799820585,4.161950349297597,0,41619.50349297597,11.31007799820585
144.0,9.718608124123376,19.006455611461988,97186.08124123375,0.0,0.5,19.002531206311332,5.118253529949345,19.002531206311332,11.310928752432265,4.163081442172841,0,41630.814421728406,11.310928752432265
