time,Channel_1_integral_coeff,Channel_1_time_delay,Channel_1_true_integral,Channel_1_true_delay,Channel_1_integral_error,Channel_1_delay_error,Channel_2_integral_coeff,Channel_2_time_delay,Channel_2_true_integral,Channel_2_true_delay,Channel_2_integral_error,Channel_2_delay_error,Channel_3_integral_coeff,Channel_3_time_delay,Channel_3_true_integral,Channel_3_true_delay,Channel_3_integral_error,Channel_3_delay_error
1.0,0.11328143456794798,1.974422045827869,0.15,2.5,0.036718565432052014,0.525577954172131,1.9879643273212546,2.593839419665465,1.8,3.0,0.18796432732125457,0.40616058033453495,0.11187711913951828,2.535279695456483,0.12,2.8,0.008122880860481713,0.2647203045435167
1.1,0.10843618485372272,1.967979385997923,0.15,2.5,0.04156381514627727,0.5320206140020769,1.9900464785947258,2.576077688733466,1.8,3.0,0.1900464785947258,0.423922311266534,0.11719787567503209,2.5127700056819946,0.12,2.8,0.002802124324967903,0.2872299943180052
1.2000000000000002,0.107119441608544,1.9347054720177643,0.15,2.5,0.04288055839145599,0.5652945279822357,1.989423376021169,2.577204233984336,1.8,3.0,0.189423376021169,0.42279576601566404,0.11873754310507706,2.516153081180254,0.12,2.8,0.0012624568949229364,0.28384691881974566
1.3,0.10847031814082948,1.938775335030448,0.15,2.5,0.04152968185917051,0.561224664969552,1.9921327246419465,2.5634694233835975,1.8,3.0,0.19213272464194642,0.4365305766164025,0.12224324439347785,2.5412336514567544,0.12,2.8,0.002243244393477853,0.25876634854324543
1.4000000000000001,0.10898430840914629,1.9046969213055531,0.15,2.5,0.041015691590853706,0.5953030786944469,1.9834181024839976,2.5577524820407724,1.8,3.0,0.1834181024839976,0.44224751795922757,0.12871621911437775,2.5780843446600756,0.12,2.8,0.008716219114377755,0.2219156553399242
1.5,0.10913651961678456,1.9138432289390055,0.15,2.5,0.04086348038321544,0.5861567710609945,1.97837100291678,2.5609845900028962,1.8,3.0,0.17837100291677999,0.43901540999710376,0.13857067857875788,2.5632817388906406,0.12,2.8,0.018570678578757882,0.23671826110935923
1.6,0.11019036595379011,1.9220846943111736,0.15,2.5,0.03980963404620988,0.5779153056888264,1.9834580604360443,2.554285229019834,1.8,3.0,0.1834580604360443,0.4457147709801661,0.13356997617472677,2.5567539281515828,0.12,2.8,0.013569976174726772,0.24324607184841707
1.7000000000000002,0.10345603448563975,1.9243419077278325,0.15,2.5,0.04654396551436024,0.5756580922721675,1.9806295458549297,2.575041257820099,1.8,3.0,0.18062954585492963,0.4249587421799008,0.13386424021129326,2.5358004618650134,0.12,2.8,0.01386424021129326,0.2641995381349864
1.8,0.09551661770643136,1.9119906222873977,0.15,2.5,0.05448338229356864,0.5880093777126023,1.9801927967481625,2.6009851528314827,1.8,3.0,0.18019279674816246,0.3990148471685173,0.1372658236747309,2.536144791282367,0.12,2.8,0.017265823674730896,0.2638552087176329
1.9000000000000001,0.10007259005622889,1.9182913053301844,0.15,2.5,0.04992740994377111,0.5817086946698156,1.9843144689236387,2.6124121182490527,1.8,3.0,0.18431446892363867,0.38758788175094727,0.1313150020767566,2.548205544819167,0.12,2.8,0.011315002076756592,0.2517944551808329
2.0,0.09567456635419,1.9338748976756022,0.15,2.5,0.054325433645809995,0.5661251023243978,1.9835983571187887,2.620327332714414,1.8,3.0,0.1835983571187887,0.37967266728558613,0.11936535559754116,2.5689470241763384,0.12,2.8,0.0006346444024588338,0.23105297582366147
2.1,0.09751495365229622,1.9546861145797652,0.15,2.5,0.052485046347703776,0.5453138854202348,1.982658849158463,2.6243192309823575,1.8,3.0,0.18265884915846287,0.37568076901764247,0.1243489538508214,2.590030917563228,0.12,2.8,0.004348953850821402,0.2099690824367717
2.2,0.09368701950396556,1.970097982725625,0.15,2.5,0.056312980496034434,0.5299020172743749,1.97891357928179,2.6305032912537993,1.8,3.0,0.17891357928178997,0.36949670874620066,0.12768965926918593,2.6156985722413855,0.12,2.8,0.007689659269185939,0.18430142775861436
2.3000000000000003,0.09198505025080937,1.9435770477709453,0.15,2.5,0.05801494974919062,0.5564229522290547,1.9718202300035848,2.6492435603766094,1.8,3.0,0.1718202300035847,0.35075643962339065,0.12840401329611517,2.5925297492989094,0.12,2.8,0.008404013296115176,0.20747025070109038
2.4000000000000004,0.09583205541776102,1.9608290564240416,0.15,2.5,0.054167944582238975,0.5391709435759584,1.967771705593565,2.6377448018199234,1.8,3.0,0.16777170559356502,0.36225519818007657,0.12252394479906732,2.613410292329294,0.12,2.8,0.0025239447990673264,0.1865897076707057
2.5,0.098620447943066,1.9390198956613194,0.15,2.5,0.051379552056933994,0.5609801043386806,1.9733261476968098,2.6594504022619057,1.8,3.0,0.17332614769680976,0.34054959773809435,0.12550188713979188,2.6273674243194596,0.12,2.8,0.005501887139791883,0.17263257568054025
2.6,0.09304357691222148,1.9510692551918538,0.15,2.5,0.05695642308777851,0.5489307448081462,1.9803254085233994,2.6541399660473317,1.8,3.0,0.1803254085233994,0.3458600339526683,0.1301077028204535,2.6234741083925712,0.12,2.8,0.010107702820453507,0.1765258916074286
2.7,0.09069931274686656,1.9477656417285776,0.15,2.5,0.059300687253133436,0.5522343582714224,1.9765100919650413,2.6271990043498366,1.8,3.0,0.1765100919650413,0.37280099565016345,0.12557009030913716,2.61066483041184,0.12,2.8,0.00557009030913716,0.18933516958815977
2.8000000000000003,0.08728878720221553,1.9369569039905443,0.15,2.5,0.06271121279778447,0.5630430960094557,1.966028188721556,2.581555962478393,1.8,3.0,0.166028188721556,0.4184440375216072,0.1215341013330488,2.620877422894486,0.12,2.8,0.0015341013330488068,0.1791225771055136
2.9000000000000004,0.0880170762261978,1.8894897178273702,0.15,2.5,0.0619829237738022,0.6105102821726298,1.9607374389214978,2.612186001556316,1.8,3.0,0.16073743892149772,0.38781399844368414,0.13106141111946926,2.6488640634388916,0.12,2.8,0.011061411119469261,0.15113593656110824
3.0,0.0929083549553452,1.920025546757336,0.15,2.5,0.05709164504465479,0.5799744532426641,1.9617756849678105,2.6238057164148954,1.8,3.0,0.16177568496781047,0.37619428358510465,0.12672826685604938,2.6483660801450677,0.12,2.8,0.006728266856049381,0.15163391985493213
3.1,0.0957930513057585,1.9258960199894586,0.15,2.5,0.05420694869424149,0.5741039800105414,1.9585287216087284,2.639752748045257,1.8,3.0,0.15852872160872833,0.36024725195474305,0.12968106476360955,2.6636671255538524,0.12,2.8,0.009681064763609554,0.1363328744461474
3.2,0.0949109684205119,1.9035023419664272,0.15,2.5,0.05508903157948809,0.5964976580335728,1.9634510009344244,2.6468886900490407,1.8,3.0,0.16345100093442433,0.3531113099509593,0.12396300057479435,2.6654395297598383,0.12,2.8,0.003963000574794359,0.1345604702401615
3.3000000000000003,0.08818798158509338,1.8656665214362458,0.15,2.5,0.06181201841490662,0.6343334785637542,1.9582738311999952,2.691658687471056,1.8,3.0,0.15827383119999516,0.30834131252894403,0.11502292180450978,2.691709243200895,0.12,2.8,0.004977078195490217,0.10829075679910494
3.4000000000000004,0.08524452072806823,1.8777512737421775,0.15,2.5,0.06475547927193176,0.6222487262578225,1.957151775415301,2.7211764249130725,1.8,3.0,0.1571517754153009,0.27882357508692746,0.1173096487685105,2.687870924908158,0.12,2.8,0.0026903512314895017,0.112129075091842
3.5,0.08326854584542458,1.891945823366002,0.15,2.5,0.06673145415457542,0.608054176633998,1.9640384300849891,2.7154665832334053,1.8,3.0,0.16403843008498908,0.2845334167665947,0.11365709331826043,2.6757538238418226,0.12,2.8,0.006342906681739563,0.12424617615817724
3.6,0.07748064497936324,1.8711331961880784,0.15,2.5,0.07251935502063675,0.6288668038119216,1.960571383155987,2.721122888719978,1.8,3.0,0.16057138315598696,0.2788771112800221,0.11233028728223883,2.7038125928091854,0.12,2.8,0.007669712717761165,0.09618740719081442
3.7,0.07783251365049677,1.9110165973456288,0.15,2.5,0.07216748634950322,0.5889834026543712,1.9543764799010916,2.7171665994526997,1.8,3.0,0.1543764799010916,0.28283340054730033,0.11790256825774431,2.732897925418831,0.12,2.8,0.0020974317422556843,0.06710207458116901
3.8000000000000003,0.07366935171005258,1.8984101227568928,0.15,2.5,0.07633064828994741,0.6015898772431072,1.9596759479913803,2.7198769768538242,1.8,3.0,0.1596759479913803,0.28012302314617576,0.11679075212384916,2.7143743446652566,0.12,2.8,0.003209247876150831,0.0856256553347432
3.9000000000000004,0.07497525038738793,1.9297677026032174,0.15,2.5,0.07502474961261206,0.5702322973967826,1.9478190259790202,2.7192686411746925,1.8,3.0,0.1478190259790202,0.28073135882530753,0.11430374759786908,2.7064427751136764,0.12,2.8,0.005696252402130911,0.09355722488632345
4.0,0.06596985582705825,1.927698909282092,0.15,2.5,0.08403014417294175,0.572301090717908,1.9391410812379715,2.7603738483455325,1.8,3.0,0.13914108123797142,0.23962615165446755,0.11814330593227318,2.7008214645381945,0.12,2.8,0.0018566940677268162,0.09917853546180533
4.1000000000000005,0.06344911584999587,1.9094685054660627,0.15,2.5,0.08655088415000413,0.5905314945339373,1.9461532844062168,2.763845403366818,1.8,3.0,0.14615328440621678,0.23615459663318195,0.11962653857914224,2.661374955463687,0.12,2.8,0.0003734614208577569,0.13862504453631264
4.2,0.06767868379148975,1.9587809718591738,0.15,2.5,0.08232131620851024,0.5412190281408262,1.9413021772291623,2.7874296330677946,1.8,3.0,0.14130217722916227,0.21257036693220543,0.11759544336494278,2.6957775567069984,0.12,2.8,0.0024045566350572173,0.10422244329300145
4.3,0.07535949977317369,1.9836907485448783,0.15,2.5,0.0746405002268263,0.5163092514551217,1.9386406647058378,2.769150359307459,1.8,3.0,0.1386406647058378,0.23084964069254088,0.11814047442845874,2.6852809242745233,0.12,2.8,0.0018595255715412595,0.11471907572547657
4.4,0.07630189992177765,2.012837888068482,0.15,2.5,0.07369810007822235,0.4871621119315179,1.92991511465779,2.7592214283908305,1.8,3.0,0.12991511465778993,0.2407785716091695,0.12114070787257117,2.7335461843751565,0.12,2.8,0.0011407078725711728,0.06645381562484332
4.5,0.08474459612631033,2.0368972275552135,0.15,2.5,0.06525540387368967,0.4631027724447865,1.9318818675737477,2.755413121792428,1.8,3.0,0.13188186757374765,0.24458687820757197,0.10994956507878534,2.7058074149337368,0.12,2.8,0.010050434921214657,0.09419258506626305
4.6000000000000005,0.08874760092149714,2.0248160111244506,0.15,2.5,0.061252399078502856,0.47518398887554936,1.9333139657038665,2.7495603478356943,1.8,3.0,0.13331396570386644,0.25043965216430575,0.11048427584957694,2.713994756631971,0.12,2.8,0.009515724150423052,0.08600524336802895
4.7,0.09621803729387744,2.030646661134357,0.15,2.5,0.05378196270612255,0.469353338865643,1.936840382337855,2.765908504141502,1.8,3.0,0.136840382337855,0.2340914958584981,0.1079718370853578,2.701916666473437,0.12,2.8,0.01202816291464219,0.09808333352656273
4.800000000000001,0.10002749294645981,1.993918769911206,0.15,2.5,0.049972507053540186,0.506081230088794,1.9322262305419753,2.7669130393078727,1.8,3.0,0.13222623054197524,0.2330869606921273,0.11375820477603378,2.712987395989478,0.12,2.8,0.006241795223966215,0.08701260401052169
4.9,0.10003390166628738,2.02179039014314,0.15,2.5,0.049966098333712614,0.4782096098568598,1.9313623833245424,2.763621126028547,1.8,3.0,0.1313623833245423,0.23637887397145319,0.1172432533545176,2.7224931038544824,0.12,2.8,0.002756746645482394,0.07750689614551742
5.0,0.0994380657383504,2.028044150129523,0.15,2.5,0.050561934261649594,0.471955849870477,1.934726064910902,2.7755306693885617,1.8,3.0,0.1347260649109019,0.22446933061143826,0.1187720852651184,2.743884134076951,0.12,2.8,0.0012279147348815966,0.05611586592304896
5.1000000000000005,0.09558313178253415,2.0313092649955746,0.15,2.5,0.054416868217465844,0.4686907350044254,1.9329282090567035,2.740788521714403,1.8,3.0,0.13292820905670344,0.259211478285597,0.1168998116027048,2.7425346991392767,0.12,2.8,0.0031001883972952005,0.0574653008607231
5.2,0.10359693928802352,2.038348618591098,0.15,2.5,0.046403060711976474,0.46165138140890205,1.9314130078781544,2.7741303484489173,1.8,3.0,0.13141300787815435,0.22586965155108274,0.11866425246444723,2.73812429921382,0.12,2.8,0.001335747535552767,0.06187570078617988
5.300000000000001,0.1012050445526401,2.0302462002882535,0.15,2.5,0.0487949554473599,0.46975379971174647,1.9440691955623164,2.790817214952581,1.8,3.0,0.14406919556231634,0.20918278504741883,0.12241003947562777,2.72862356234865,0.12,2.8,0.002410039475627776,0.07137643765134971
5.4,0.10653803247965353,2.0341371177556815,0.15,2.5,0.043461967520346464,0.4658628822443185,1.936817059408163,2.7753641118530417,1.8,3.0,0.13681705940816302,0.22463588814695834,0.1244127211336035,2.7299008194054566,0.12,2.8,0.004412721133603498,0.07009918059454323
5.5,0.09950546888042912,2.0280254740898456,0.15,2.5,0.050494531119570876,0.47197452591015443,1.9317589668343438,2.784361707869669,1.8,3.0,0.13175896683434374,0.2156382921303308,0.12446189740927699,2.694064298817056,0.12,2.8,0.004461897409276994,0.10593570118294382
5.6000000000000005,0.10571336674859996,2.0101466405526525,0.15,2.5,0.04428663325140003,0.48985335944734754,1.9225702184187636,2.7874650519847353,1.8,3.0,0.12257021841876359,0.21253494801526474,0.13025401018629887,2.7180740788740976,0.12,2.8,0.010254010186298873,0.08192592112590225
5.7,0.11132483183665394,1.9968016754441484,0.15,2.5,0.038675168163346055,0.5031983245558516,1.9241893064130022,2.7976955737138556,1.8,3.0,0.12418930641300219,0.20230442628614442,0.12822115890068952,2.68577389331478,0.12,2.8,0.00822115890068953,0.11422610668521971
5.800000000000001,0.11183479985869507,2.017494959820224,0.15,2.5,0.03816520014130492,0.48250504017977613,1.9183701515305855,2.7831579561955753,1.8,3.0,0.1183701515305855,0.21684204380442473,0.13456316322331174,2.7025511273796043,0.12,2.8,0.014563163223311748,0.09744887262039548
5.9,0.1056452420897887,2.0399304272636973,0.15,2.5,0.04435475791021129,0.46006957273630267,1.9122505212747007,2.820218138993128,1.8,3.0,0.1122505212747007,0.1797818610068722,0.1389598397722604,2.7119366574515285,0.12,2.8,0.0189598397722604,0.08806334254847137
6.0,0.11082467754402206,2.063903143915617,0.15,2.5,0.039175322455977934,0.436096856084383,1.9112405372029753,2.8310053795468457,1.8,3.0,0.11124053720297522,0.16899462045315428,0.14034371833826828,2.6934518185193896,0.12,2.8,0.020343718338268285,0.10654818148061018
6.1000000000000005,0.10950514020792836,2.0536021186907125,0.15,2.5,0.04049485979207164,0.4463978813092875,1.909027151934315,2.851302226891507,1.8,3.0,0.10902715193431489,0.14869777310849308,0.12943549672563584,2.7004050597868394,0.12,2.8,0.009435496725635845,0.0995949402131604
6.2,0.11458116177405495,2.0758743403706967,0.15,2.5,0.03541883822594505,0.42412565962930326,1.9064684044505047,2.857083827688769,1.8,3.0,0.10646840445050465,0.1429161723112311,0.13791915895624854,2.7355002805641173,0.12,2.8,0.017919158956248543,0.06449971943588251
6.300000000000001,0.11307483817945284,2.0709248050428597,0.15,2.5,0.036925161820547156,0.4290751949571403,1.9086806752508216,2.822072878291407,1.8,3.0,0.10868067525082159,0.17792712170859293,0.13726388621215063,2.710772004421071,0.12,2.8,0.017263886212150636,0.0892279955789288
6.4,0.10877790484514316,2.082065838508371,0.15,2.5,0.041222095154856836,0.4179341614916292,1.903210275466016,2.829560077828509,1.8,3.0,0.10321027546601602,0.17043992217149118,0.13570240848985085,2.7046582213913877,0.12,2.8,0.015702408489850855,0.09534177860861215
6.5,0.10171650395957361,2.0939050242151716,0.15,2.5,0.04828349604042638,0.40609497578482845,1.9013430106286826,2.835687885860889,1.8,3.0,0.10134301062868256,0.16431211413911084,0.12832314541762674,2.701577040239034,0.12,2.8,0.008323145417626743,0.0984229597609656
6.6000000000000005,0.10980247563764026,2.114390142505315,0.15,2.5,0.04019752436235974,0.3856098574946851,1.9028511748079402,2.8105575883108425,1.8,3.0,0.10285117480794015,0.18944241168915754,0.13408510401493118,2.7155928588179563,0.12,2.8,0.014085104014931182,0.08440714118204351
6.7,0.10213662354721004,2.130724650686518,0.15,2.5,0.04786337645278996,0.36927534931348216,1.8968607353725444,2.80950924755174,1.8,3.0,0.09686073537254436,0.1904907524482602,0.1349342577182331,2.6997377822277486,0.12,2.8,0.014934257718233118,0.1002622177722512
6.800000000000001,0.09517161449855666,2.1509528498234887,0.15,2.5,0.05482838550144334,0.34904715017651133,1.895950114506658,2.8110047616276934,1.8,3.0,0.09595011450665791,0.18899523837230658,0.13464146038376953,2.6957220865303895,0.12,2.8,0.014641460383769539,0.10427791346961035
6.9,0.0956956725383489,2.1588079466815606,0.15,2.5,0.05430432746165109,0.3411920533184394,1.8909273109525917,2.858980050771584,1.8,3.0,0.09092731095259166,0.14101994922841588,0.13595592101240156,2.7087017180282014,0.12,2.8,0.015955921012401564,0.09129828197179846
7.0,0.09472544591531354,2.178425854596826,0.15,2.5,0.055274554084686456,0.32157414540317397,1.882125970012562,2.86649952284974,1.8,3.0,0.08212597001256206,0.13350047715025992,0.14200187588542582,2.693653660336697,0.12,2.8,0.02200187588542582,0.10634633966330265
7.1000000000000005,0.08726389407706309,2.168057625795653,0.15,2.5,0.06273610592293691,0.3319423742043468,1.8914042076855082,2.8413968115938317,1.8,3.0,0.09140420768550817,0.15860318840616827,0.14660749845799748,2.68477916900261,0.12,2.8,0.02660749845799748,0.11522083099738989
7.2,0.09293214919672999,2.189890348660361,0.15,2.5,0.05706785080327001,0.31010965133963886,1.883471996737917,2.8488147473247025,1.8,3.0,0.08347199673791694,0.15118525267529748,0.14141004088430353,2.690056073759027,0.12,2.8,0.02141004088430354,0.10994392624097271
7.300000000000001,0.08797346875099885,2.1844315236901273,0.15,2.5,0.06202653124900115,0.3155684763098727,1.8735085464752146,2.8658954439357633,1.8,3.0,0.07350854647521454,0.13410455606423666,0.14774271010988965,2.6403008941543806,0.12,2.8,0.027742710109889657,0.1596991058456192
7.4,0.09520096896179935,2.181208160513276,0.15,2.5,0.05479903103820065,0.3187918394867242,1.8716373994552482,2.8415967981145807,1.8,3.0,0.07163739945524816,0.15840320188541934,0.14546436070305332,2.6534461449057667,0.12,2.8,0.02546436070305333,0.14655385509423313
7.5,0.09346625815709969,2.2105647233988677,0.15,2.5,0.056533741842900304,0.28943527660113233,1.8763755809704719,2.814421440669273,1.8,3.0,0.07637558097047181,0.1855785593307271,0.14528454031477878,2.648201098934504,0.12,2.8,0.02528454031477878,0.15179890106549587
7.6000000000000005,0.09651577269741905,2.1749463120547388,0.15,2.5,0.05348422730258094,0.32505368794526124,1.8818937169245193,2.81821337940553,1.8,3.0,0.0818937169245193,0.18178662059446982,0.14738357742407876,2.6645489968112237,0.12,2.8,0.027383577424078764,0.13545100318877612
7.7,0.09163424872576906,2.177081375101508,0.15,2.5,0.05836575127423094,0.3229186248984921,1.8735330174778828,2.8020734513162107,1.8,3.0,0.07353301747788277,0.19792654868378934,0.1531381046988381,2.6607798385788937,0.12,2.8,0.0331381046988381,0.13922016142110616
7.800000000000001,0.09901323991756446,2.1973655607864946,0.15,2.5,0.05098676008243554,0.3026344392135054,1.8727875835351686,2.7782226790860394,1.8,3.0,0.07278758353516857,0.22177732091396063,0.15038223313845614,2.680174292609904,0.12,2.8,0.030382233138456144,0.1198257073900959
7.9,0.10237216545216558,2.23134569337041,0.15,2.5,0.04762783454783441,0.2686543066295899,1.8664869614356512,2.7725504477583245,1.8,3.0,0.06648696143565114,0.2274495522416755,0.1560773344848114,2.6387364603262267,0.12,2.8,0.0360773344848114,0.16126353967377316
8.0,0.10711318569318053,2.210000883440264,0.15,2.5,0.04288681430681947,0.289999116559736,1.8674429883605081,2.806213910046633,1.8,3.0,0.0674429883605081,0.1937860899533672,0.15502339075389823,2.60316472566016,0.12,2.8,0.03502339075389824,0.19683527433983983
8.1,0.11226652514786165,2.2038094650690474,0.15,2.5,0.03773347485213835,0.2961905349309526,1.870272125228259,2.8191983036178403,1.8,3.0,0.07027212522825899,0.1808016963821597,0.15389032240440326,2.5668905198235854,0.12,2.8,0.03389032240440326,0.23310948017641442
8.200000000000001,0.11548305774074517,2.2248534907408644,0.15,2.5,0.03451694225925482,0.27514650925913564,1.8738870681287918,2.8272239686763183,1.8,3.0,0.07388706812879176,0.1727760313236817,0.15743063200258825,2.5355959202403997,0.12,2.8,0.037430632002588254,0.2644040797596001
8.3,0.11522605660355,2.253924554372291,0.15,2.5,0.03477394339645,0.24607544562770922,1.8723830976804776,2.8381154132682584,1.8,3.0,0.07238309768047757,0.16188458673174155,0.15760020867248156,2.527801361374157,0.12,2.8,0.037600208672481567,0.2721986386258428
8.4,0.11062868578750638,2.2618589938679645,0.15,2.5,0.03937131421249361,0.23814100613203548,1.8578771903903746,2.8089264058633407,1.8,3.0,0.05787719039037453,0.19107359413665925,0.1400883931004847,2.510349588438694,0.12,2.8,0.020088393100484714,0.2896504115613059
8.5,0.1182611710446499,2.242168610457371,0.15,2.5,0.0317388289553501,0.2578313895426292,1.8482066159444224,2.8010868088164895,1.8,3.0,0.048206615944422326,0.19891319118351047,0.147624463141093,2.49158738532014,0.12,2.8,0.027624463141093014,0.30841261467986003
8.6,0.1226424087592249,2.252798839406273,0.15,2.5,0.027357591240775095,0.2472011605937272,1.853705035911707,2.830526719488043,1.8,3.0,0.053705035911707055,0.1694732805119572,0.1436540969205208,2.4892481907450748,0.12,2.8,0.023654096920520812,0.31075180925492507
8.700000000000001,0.1252326368667679,2.269632252412697,0.15,2.5,0.024767363133232106,0.23036774758730294,1.8529915346277912,2.85320704235257,1.8,3.0,0.05299153462779116,0.14679295764742983,0.13470899355308708,2.518097596472778,0.12,2.8,0.01470899355308708,0.28190240352722196
8.8,0.12647373432825873,2.275764707114517,0.15,2.5,0.023526265671741264,0.22423529288548316,1.8503816259258092,2.869268019709157,1.8,3.0,0.05038162592580919,0.1307319802908431,0.13743136814856766,2.549465131770824,0.12,2.8,0.01743136814856766,0.2505348682291757
8.9,0.13024468541121562,2.2949894103003556,0.15,2.5,0.01975531458878438,0.20501058969964436,1.8549068437133056,2.8623870719311477,1.8,3.0,0.054906843713305564,0.13761292806885228,0.12731177561463475,2.5433074199458763,0.12,2.8,0.007311775614634752,0.25669258005412354
9.0,0.1273055985811414,2.2821695462896585,0.15,2.5,0.02269440141885859,0.2178304537103415,1.8642249213625444,2.8596573302513004,1.8,3.0,0.06422492136254432,0.14034266974869958,0.12200608013042032,2.526072746318714,0.12,2.8,0.0020060801304203207,0.2739272536812858
9.1,0.12013870986780123,2.2928795403938116,0.15,2.5,0.029861290132198764,0.2071204596061884,1.8595622515564227,2.854195641430932,1.8,3.0,0.059562251556422696,0.14580435856906782,0.12000071581003702,2.518055224328104,0.12,2.8,7.158100370219245e-07,0.2819447756718958
9.200000000000001,0.12315818561220454,2.2835638578871897,0.15,2.5,0.026841814387795454,0.21643614211281026,1.8599307682488468,2.8809422124753943,1.8,3.0,0.0599307682488468,0.11905778752460572,0.11207786024147615,2.534081807041802,0.12,2.8,0.00792213975852385,0.26591819295819796
9.3,0.12250733298874382,2.285793591619819,0.15,2.5,0.027492667011256175,0.21420640838018112,1.858732794835866,2.9010644525758202,1.8,3.0,0.05873279483586602,0.09893554742417976,0.11361446512591981,2.512958870394735,0.12,2.8,0.0063855348740801815,0.2870411296052646
9.4,0.12572724010321554,2.2448371648765906,0.15,2.5,0.024272759896784457,0.2551628351234094,1.8568915287184313,2.895988144268069,1.8,3.0,0.05689152871843128,0.10401185573193095,0.11067271497299899,2.4987436516767665,0.12,2.8,0.009327285027001003,0.30125634832323334
9.5,0.12814151685109829,2.250947996870675,0.15,2.5,0.02185848314890171,0.24905200312932507,1.8503284627886687,2.9232545792966116,1.8,3.0,0.05032846278866865,0.07674542070338841,0.11160421709528881,2.46952809732903,0.12,2.8,0.008395782904711185,0.3304719026709697
9.600000000000001,0.1256591531229489,2.2713695163884355,0.15,2.5,0.024340846877051098,0.22863048361156446,1.8498522212789907,2.9191179995638494,1.8,3.0,0.049852221278990694,0.08088200043615057,0.10575073285081345,2.4624100493606513,0.12,2.8,0.014249267149186548,0.3375899506393485
9.700000000000001,0.13014016277267312,2.2554879852742378,0.15,2.5,0.01985983722732687,0.24451201472576223,1.8484631421012951,2.924799032570856,1.8,3.0,0.0484631421012951,0.07520096742914406,0.09110108835995896,2.4768400405036717,0.12,2.8,0.028898911640041033,0.32315995949632814
9.8,0.12851175441033286,2.2139118204454302,0.15,2.5,0.021488245589667138,0.2860881795545698,1.8457885527983209,2.9275985977870205,1.8,3.0,0.045788552798320836,0.07240140221297953,0.07771921670679618,2.4742716805064955,0.12,2.8,0.04228078329320381,0.32572831949350434
9.9,0.129155336453072,2.1805451881235887,0.15,2.5,0.02084466354692799,0.31945481187641134,1.8394107889516478,2.9449582871005866,1.8,3.0,0.039410788951647735,0.0550417128994134,0.07879515322582493,2.453132871544026,0.12,2.8,0.04120484677417506,0.3468671284559739
